,source,webpage,success,error,skipped
1329,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-downtown-yerevan-d116209,True,,
1330,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-downtown-yerevan-d116392,True,,
1331,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-downtown-yerevan-d116777,True,,
1332,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-downtown-yerevan-d116787,True,,
1333,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-center-yerevan-d112877,True,,
1334,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-downtown-yerevan-d115192,True,,
1335,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-arabkir-yerevan-d117848,True,,
1336,bnakaran,https://www.bnakaran.com/en/apartment-for-rent-in-downtown-yerevan-d117845,True,,
1337,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-avan-yerevan-d117058,True,,
1338,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-arabkir-yerevan-d110062,True,,
1339,bnakaran,https://www.bnakaran.com/en/apartment-for-rent-in-downtown-yerevan-d9869,True,,
1340,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-arabkir-yerevan-d117596,True,,
1341,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-davtashen-yerevan-d117840,True,,
1342,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-ajapnyak-yerevan-d117839,True,,
1343,bnakaran,https://www.bnakaran.com/en/apartment-for-vacation-in-downtown-yerevan-d95881,True,,
1344,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-downtown-yerevan-d117838,True,,
1345,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-downtown-yerevan-d117025,True,,
1346,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-downtown-yerevan-d117837,True,,
1347,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-downtown-yerevan-d113466,True,,
1348,bnakaran,https://www.bnakaran.com/en/apartment-for-vacation-in-downtown-yerevan-d110388,True,,
1349,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-downtown-yerevan-d117024,True,,
1350,bnakaran,https://www.bnakaran.com/en/apartment-for-rent-in-downtown-yerevan-d75073,False,invalid literal for int() with base 10: '',
1351,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-arabkir-yerevan-d105465,True,,
1352,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-arabkir-yerevan-d92859,True,,
1353,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-arabkir-yerevan-d99586,True,,
1354,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-center-yerevan-d111114,True,,
1355,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-downtown-yerevan-d114568,False,invalid literal for int() with base 10: '',
1356,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-kanaker-zeytun-yerevan-d115933,True,,
1357,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-erebouni-yerevan-d102768,True,,
1358,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-arabkir-yerevan-d113668,True,,
1359,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-arabkir-yerevan-d116202,True,,
1360,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-arabkir-yerevan-d92366,True,,
1361,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-downtown-yerevan-d110548,True,,
1362,bnakaran,https://www.bnakaran.com/en/apartment-for-rent-in-center-yerevan-d112930,True,,
1363,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-davtashen-yerevan-d115466,True,,
1364,bnakaran,https://www.bnakaran.com/en/apartment-for-rent-in-arabkir-yerevan-d109685,True,,
1365,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-arabkir-yerevan-d117830,True,,
1366,bnakaran,https://www.bnakaran.com/en/apartment-for-rent-in-downtown-yerevan-d27401,True,,
1367,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-center-yerevan-d117827,True,,
1368,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-downtown-yerevan-d117826,True,,
1369,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-downtown-yerevan-d117598,True,,
1370,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-downtown-yerevan-d117522,True,,
1371,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-davtashen-yerevan-d116748,True,,
1372,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-davtashen-yerevan-d116750,True,,
1373,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-downtown-yerevan-d117762,True,,
1374,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-arabkir-yerevan-d116185,True,,
1375,bnakaran,https://www.bnakaran.com/en/apartment-for-vacation-in-downtown-yerevan-d56849,True,,
1376,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-downtown-yerevan-d81509,True,,
1377,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-downtown-yerevan-d116692,True,,
1378,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-downtown-yerevan-d117823,True,,
1379,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-center-yerevan-d110947,True,,
1380,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-vacation-in-downtown-yerevan-d92928,True,,
1381,bnakaran,https://www.bnakaran.com/en/apartment-for-rent-in-downtown-yerevan-d98036,True,,
1382,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-downtown-yerevan-d106827,True,,
1383,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-downtown-yerevan-d111194,True,,
1384,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-downtown-yerevan-d111195,True,,
1385,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-downtown-yerevan-d117800,True,,
1386,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-downtown-yerevan-d117801,True,,
1387,bnakaran,https://www.bnakaran.com/en/apartment-for-rent-in-downtown-yerevan-d117799,True,,
1388,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-downtown-yerevan-d117306,True,,
1389,bnakaran,https://www.bnakaran.com/en/apartment-for-vacation-in-center-yerevan-d117798,True,,
1390,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-downtown-yerevan-d107554,False,"('Connection aborted.', ConnectionResetError(54, 'Connection reset by peer'))",
1391,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-downtown-yerevan-d109621,False,'NoneType' object has no attribute 'find_all',
1392,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-downtown-yerevan-d110650,False,'DataFrame' object is not callable,
1393,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-downtown-yerevan-d113598,False,'DataFrame' object is not callable,
1394,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-arabkir-yerevan-d114535,True,,
1395,bnakaran,https://www.bnakaran.com/en/apartment-for-rent-in-downtown-yerevan-d115430,True,,
1396,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-downtown-yerevan-d117739,True,,
1397,bnakaran,https://www.bnakaran.com/en/apartment-for-rent-in-arabkir-yerevan-d99356,True,,
1398,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-center-yerevan-d116336,True,,
1399,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-downtown-yerevan-d109199,True,,
1400,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-downtown-yerevan-d117577,True,,
1401,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-downtown-yerevan-d107338,True,,
1402,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-downtown-yerevan-d114271,True,,
1403,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-downtown-yerevan-d115941,True,,
1404,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-downtown-yerevan-d117216,False,invalid literal for int() with base 10: '',
1405,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-arabkir-yerevan-d95188,True,,
1406,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-downtown-yerevan-d101754,True,,
1407,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-downtown-yerevan-d107219,True,,
1408,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-downtown-yerevan-d111605,True,,
1409,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-arabkir-yerevan-d115995,True,,
1410,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-downtown-yerevan-d116943,False,invalid literal for int() with base 10: '',
1411,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-ajapnyak-yerevan-d117285,True,,
1412,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-kanaker-zeytun-yerevan-d117371,True,,
1413,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-downtown-yerevan-d46287,True,,
1414,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-downtown-yerevan-d106930,False,invalid literal for int() with base 10: '',
1415,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-downtown-yerevan-d107409,True,,
1416,bnakaran,https://www.bnakaran.com/en/apartment-for-rent-in-arabkir-yerevan-d115412,True,,
1417,bnakaran,https://www.bnakaran.com/en/apartment-for-rent-in-downtown-yerevan-d73092,True,,
1418,bnakaran,https://www.bnakaran.com/en/apartment-for-rent-in-arabkir-yerevan-d105857,True,,
1419,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-downtown-yerevan-d117814,True,,
1420,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-downtown-yerevan-d117812,True,,
1421,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-downtown-yerevan-d117813,True,,
1422,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-davtashen-yerevan-d116405,True,,
1423,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-malatia-sebastia-yerevan-d117808,True,,
1424,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-arabkir-yerevan-d116190,True,,
1425,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-arabkir-yerevan-d116191,True,,
1426,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-downtown-yerevan-d62815,True,,
1427,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-davtashen-yerevan-d117809,True,,
1428,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-downtown-yerevan-d108678,True,,
1429,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-arabkir-yerevan-d113612,True,,
1430,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-downtown-yerevan-d116449,False,invalid literal for int() with base 10: '',
1431,bnakaran,https://www.bnakaran.com/en/apartment-for-vacation-in-arabkir-yerevan-d115791,True,,
1432,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-arabkir-yerevan-d114277,True,,
1433,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-arabkir-yerevan-d116663,True,,
1434,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-arabkir-yerevan-d117449,True,,
1435,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-davtashen-yerevan-d117751,True,,
1436,bnakaran,https://www.bnakaran.com/en/apartment-for-rent-in-kanaker-zeytun-yerevan-d117807,True,,
1437,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-downtown-yerevan-d114628,True,,
1438,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-downtown-yerevan-d115524,True,,
1439,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-downtown-yerevan-d91811,False,invalid literal for int() with base 10: '',
1440,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-center-yerevan-d107965,True,,
1441,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-downtown-yerevan-d117806,True,,
1442,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-kanaker-zeytun-yerevan-d111383,True,,
1443,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-downtown-yerevan-d111283,True,,
1444,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-arabkir-yerevan-d111336,False,'DataFrame' object is not callable,
1445,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-arabkir-yerevan-d91225,True,,
1446,bnakaran,https://www.bnakaran.com/en/apartment-for-vacation-in-downtown-yerevan-d96274,True,,
1447,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-downtown-yerevan-d106522,True,,
1448,bnakaran,https://www.bnakaran.com/en/apartment-for-rent-in-downtown-yerevan-d117733,True,,
1449,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-arabkir-yerevan-d104217,False,invalid literal for int() with base 10: '',
1450,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-arabkir-yerevan-d85024,True,,
1451,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-arabkir-yerevan-d88473,False,invalid literal for int() with base 10: '',
1452,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-arabkir-yerevan-d80872,True,,
1453,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-arabkir-yerevan-d113611,True,,
1454,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-avan-yerevan-d108980,True,,
1455,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-downtown-yerevan-d117802,True,,
1456,bnakaran,https://www.bnakaran.com/en/apartment-for-rent-in-arabkir-yerevan-d29901,True,,
1457,bnakaran,https://www.bnakaran.com/en/apartment-for-rent-in-downtown-yerevan-d94420,False,invalid literal for int() with base 10: '',
1458,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-downtown-yerevan-d85484,True,,
1459,bnakaran,https://www.bnakaran.com/en/apartment-for-rent-in-arabkir-yerevan-d115493,True,,
1460,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-arabkir-yerevan-d101864,True,,
1461,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-center-yerevan-d107448,True,,
1462,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-downtown-yerevan-d113304,False,invalid literal for int() with base 10: '',
1463,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-downtown-yerevan-d113543,True,,
1464,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-downtown-yerevan-d114612,True,,
1465,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-downtown-yerevan-d114712,True,,
1466,bnakaran,https://www.bnakaran.com/en/apartment-for-rent-in-downtown-yerevan-d115976,True,,
1467,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-downtown-yerevan-d116572,True,,
1468,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-davtashen-yerevan-d116753,True,,
1469,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-arabkir-yerevan-d117205,True,,
1470,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-downtown-yerevan-d116803,True,,
1471,bnakaran,https://www.bnakaran.com/en/apartment-for-rent-in-downtown-yerevan-d116220,True,,
1472,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-davtashen-yerevan-d117655,True,,
1473,bnakaran,https://www.bnakaran.com/en/apartment-for-rent-in-downtown-yerevan-d117748,True,,
1474,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-downtown-yerevan-d116465,True,,
1475,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-arabkir-yerevan-d117797,True,,
1476,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-downtown-yerevan-d117785,True,,
1477,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-arabkir-yerevan-d117301,True,,
1478,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-downtown-yerevan-d115738,False,invalid literal for int() with base 10: '',
1479,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-davtashen-yerevan-d116114,False,invalid literal for int() with base 10: '',
1480,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-davtashen-yerevan-d116115,False,invalid literal for int() with base 10: '',
1481,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-davtashen-yerevan-d116116,False,invalid literal for int() with base 10: '',
1482,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-downtown-yerevan-d117792,True,,
1483,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-kanaker-zeytun-yerevan-d117533,True,,
1484,bnakaran,https://www.bnakaran.com/en/apartment-for-rent-in-arabkir-yerevan-d82136,True,,
1485,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-arabkir-yerevan-d93251,True,,
1486,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-center-yerevan-d115029,True,,
1487,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-arabkir-yerevan-d115194,True,,
1488,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-arabkir-yerevan-d115912,False,invalid literal for int() with base 10: '',
1489,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-downtown-yerevan-d116574,True,,
1490,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-nork-marash-yerevan-d116958,True,,
1491,bnakaran,https://www.bnakaran.com/en/apartment-for-rent-in-arabkir-yerevan-d117793,True,,
1492,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-arabkir-yerevan-d117795,True,,
1493,bnakaran,https://www.bnakaran.com/en/apartment-for-rent-in-downtown-yerevan-d105031,True,,
1494,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-downtown-yerevan-d117794,True,,
1495,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-arabkir-yerevan-d117450,True,,
1496,bnakaran,https://www.bnakaran.com/en/apartment-for-rent-in-downtown-yerevan-d77017,True,,
1497,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-downtown-yerevan-d78131,True,,
1498,bnakaran,https://www.bnakaran.com/en/apartment-for-rent-in-downtown-yerevan-d107370,True,,
1499,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-ajapnyak-yerevan-d107607,True,,
1500,bnakaran,https://www.bnakaran.com/en/apartment-for-rent-in-downtown-yerevan-d109067,True,,
1501,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-downtown-yerevan-d112188,True,,
1502,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-downtown-yerevan-d117502,True,,
1503,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-downtown-yerevan-d109072,True,,
1504,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-downtown-yerevan-d99709,True,,
1505,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-downtown-yerevan-d81847,True,,
1506,bnakaran,https://www.bnakaran.com/en/apartment-for-rent-in-downtown-yerevan-d103234,True,,
1507,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-downtown-yerevan-d104552,False,'DataFrame' object is not callable,
1508,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-downtown-yerevan-d99038,True,,
1509,bnakaran,https://www.bnakaran.com/en/apartment-for-rent-in-downtown-yerevan-d117065,True,,
1510,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-downtown-yerevan-d94521,True,,
1511,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-center-yerevan-d108584,True,,
1512,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-downtown-yerevan-d117789,False,invalid literal for int() with base 10: '',
1513,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-downtown-yerevan-d114276,True,,
1514,bnakaran,https://www.bnakaran.com/en/apartment-for-rent-in-arabkir-yerevan-d115212,True,,
1515,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-arabkir-yerevan-d115437,True,,
1516,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-arabkir-yerevan-d115892,True,,
1517,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-davtashen-yerevan-d116053,True,,
1518,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-davtashen-yerevan-d113725,True,,
1519,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-arabkir-yerevan-d113832,True,,
1520,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-ajapnyak-yerevan-d114167,True,,
1521,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-arabkir-yerevan-d115436,True,,
1522,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-downtown-yerevan-d116501,True,,
1523,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-arabkir-yerevan-d117303,True,,
1524,bnakaran,https://www.bnakaran.com/en/apartment-for-vacation-in-downtown-yerevan-d56563,True,,
1525,bnakaran,https://www.bnakaran.com/en/apartment-for-rent-in-downtown-yerevan-d95590,True,,
1526,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-arabkir-yerevan-d117754,True,,
1527,bnakaran,https://www.bnakaran.com/en/apartment-for-rent-in-downtown-yerevan-d102139,True,,
1528,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-downtown-yerevan-d62565,True,,
1529,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-downtown-yerevan-d91000,True,,
1530,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-center-yerevan-d96930,True,,
1531,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-downtown-yerevan-d101759,True,,
1532,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-arabkir-yerevan-d106031,False,'DataFrame' object is not callable,
1533,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-arabkir-yerevan-d108647,True,,
1534,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-downtown-yerevan-d110850,True,,
1535,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-downtown-yerevan-d111704,True,,
1536,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-downtown-yerevan-d114570,True,,
1537,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-downtown-yerevan-d115079,True,,
1538,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-downtown-yerevan-d115367,False,invalid literal for int() with base 10: '',
1539,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-avan-yerevan-d116134,True,,
1540,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-downtown-yerevan-d91485,True,,
1541,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-downtown-yerevan-d94169,True,,
1542,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-downtown-yerevan-d113871,True,,
1543,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-center-yerevan-d114245,True,,
1544,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-downtown-yerevan-d114805,True,,
1545,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-center-yerevan-d115247,True,,
1546,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-downtown-yerevan-d115388,False,'DataFrame' object is not callable,
1547,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-arabkir-yerevan-d115481,True,,
1548,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-downtown-yerevan-d116628,True,,
1549,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-davtashen-yerevan-d116686,True,,
1550,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-downtown-yerevan-d116831,True,,
1551,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-downtown-yerevan-d116938,True,,
1552,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-center-yerevan-d117788,True,,
1553,bnakaran,https://www.bnakaran.com/en/apartment-for-rent-in-downtown-yerevan-d117786,False,'DataFrame' object is not callable,
1554,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-arabkir-yerevan-d117787,True,,
1555,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-downtown-yerevan-d115764,True,,
1556,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-avan-yerevan-d117591,True,,
1557,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-avan-yerevan-d117603,True,,
1558,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-avan-yerevan-d117604,True,,
1559,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-avan-yerevan-d117605,True,,
1560,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-avan-yerevan-d117606,True,,
1561,bnakaran,https://www.bnakaran.com/en/apartment-for-rent-in-downtown-yerevan-d94632,True,,
1562,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-downtown-yerevan-d113979,True,,
1563,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-downtown-yerevan-d114650,True,,
1564,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-downtown-yerevan-d114651,True,,
1565,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-sale-in-downtown-yerevan-d114652,True,,
1566,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-downtown-yerevan-d115502,True,,
1567,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-downtown-yerevan-d84619,True,,
1568,bnakaran,https://www.bnakaran.com/en/apartment-for-rent-in-downtown-yerevan-d97663,True,,
1569,bnakaran,https://www.bnakaran.com/en/apartment-for-rent-in-arabkir-yerevan-d117782,True,,
1570,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-downtown-yerevan-d104669,True,,
1571,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-downtown-yerevan-d106527,True,,
1572,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-malatia-sebastia-yerevan-d117774,True,,
1573,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-kanaker-zeytun-yerevan-d113446,True,,
1574,bnakaran,https://www.bnakaran.com/en/apartment-for-sale-in-downtown-yerevan-d44376,True,,
1575,bnakaran,https://www.bnakaran.com/en/apartment-for-rent-in-center-yerevan-d116857,True,,
